"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN","TSUN","WDFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-15","6.26","0.00",,"54","42",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-16","13.87","0.02",,"50","41",,"   45","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-17","15.88","0.38",,"56","45",,"   45","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-18","11.41","0.02",,"63","51",,"   45","    1",,,,,,,"    1",,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-19","9.40","0.00",,"72","52",,"   45","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-20","12.75","0.00",,"73","52",,"   45","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-21","11.18","0.00",,"70","49",,"   45","    1","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-22","11.18","0.00",,"69","48",,"   90","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-23","6.26","0.00",,"54","48",,"   45","    1",,,,,,,"    1",,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-24","10.29","0.97",,"62","46",,"   45","    1","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-25","16.78","0.37",,"57","41",,"   45","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-26","11.41","0.00",,"62","38",,"   45",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-27","13.87","0.00",,"56","42",,"   90",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-28","11.41","0.33",,"44","40",,"   90","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-29","13.87","0.04",,"60","41",,"  270",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-04-30","21.70","0.00",,"58","50",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-01","13.20","0.00",,"63","46",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-02","6.49","0.00",,"59","48",,"  225",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-03","9.40","0.22",,"58","46",,"   45","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-04","17.45","0.47",,"49","43",,"  360","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-05","14.99","0.00",,"50","43",,"  360",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-06","9.84","0.01",,"64","46",,"  315",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-07","11.63","0.00",,"74","46",,"  315","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-08","9.17","0.00",,"61","49",,"  180",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-09","12.30","0.00",,"74","49",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-10","10.51","0.00",,"88","55",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-11","8.28","0.00",,"67","55",,"   90",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-12","9.17","0.01",,"77","56",,"  180",,,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-13","14.32","0.00",,"62","44",,"   90",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-14","8.05","0.00",,"61","39",,"  180","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-15","12.75","0.07",,"77","54",,"  360","    1",,,,,,,"    1",,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-16","14.32","0.00",,"63","48",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-17","12.08","0.00",,"79","56",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-18","10.29","0.10",,"83","54",,"   90","    1",,,,,,,"    1",,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-19","12.75","0.10",,"56","51",,"   90","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-20","12.53","0.09",,"55","51",,"   90",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-21","10.07","0.00",,"67","51",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-22","7.83","0.00",,"67","53",,"  180","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-23","8.95","0.16",,"70","53",,"   90","    1",,"    1",,,,,"    1",,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-24","9.84","0.01",,"65","52",,"   90","    1","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-25","8.72","0.00",,"59","51",,"  180",,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-26","4.70","0.00",,"60","52",,"  180",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-27","5.14","0.02",,"57","53",,"  180",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-28","10.51","0.00",,"80","53",,"  270","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-29","9.17","0.44",,"95","66",,"  360","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-30","7.61","0.00",,"92","68",,"  225",,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-05-31","9.17","0.00",,"88","72",,"  270",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-01","8.72","0.00",,"86","69",,"  180","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-02","7.83","0.88",,"76","64",,"  360","    1","    1","    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-03","9.17","0.00",,"64","57",,"   90","    1","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-04","4.47","1.59",,"63","58",,"   90","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-05","9.40","0.04",,"80","62",,"  315","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-06","12.08","0.00",,"76","60",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-07","6.93","0.00",,"67","59",,"  180",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-08","13.65","0.03",,"88","64",,"  270","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-09","14.76","0.04",,"80","63",,"  360",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-10","16.11","0.00",,"76","57",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-11","11.18","0.00",,"72","59",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-12","10.29","0.16",,"71","63",,"  270","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-13","10.51","0.13",,"82","66",,"  315","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-14","10.96","0.00",,"81","66",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-15","12.53","0.18",,"92","70",,"  315","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-16","11.86","0.00",,"83","68",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-17","12.08","0.00",,"79","64",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-18","10.07","0.00",,"81","63",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-19","11.63","0.00",,"78","65",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-20","8.05","0.00",,"91","72",,"  270",,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-21","8.05","0.15",,"74","67",,"   90","    1","    1","    1",,,,,"    1",,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-22","6.71","0.30",,"77","66",,"  135","    1","    1","    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-23","10.29","0.00",,"85","63",,"   45","    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-24","9.17","0.00",,"78","59",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-25","10.29","0.00",,"85","63",,"  180","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-26","8.50","0.29",,"66","61",,"   90","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-27","6.49","0.43",,"73","65",,"  270","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-28","11.63","0.00",,"78","64",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-29","14.32","0.00",,"80","64",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-06-30","12.30","0.00",,"91","69",,"  270",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-01","6.93","0.13",,"82","71",,"  135","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-02","7.61","0.52",,"71","66",,"   90","    1",,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-03","8.28","0.03",,"86","68",,"  225","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-04","11.18","0.00",,"87","72",,"  225","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-05","8.72","0.00",,"82","66",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-06","7.61","0.00",,"74","64",,"  135",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-07","8.28","0.00",,"71","64",,"  180",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-08","7.61","0.80",,"78","68",,"  360","    1",,"    1",,,,,"    1",,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-09","7.61","0.06",,"87","72",,"  180","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-10","6.71","0.00",,"91","75",,"  225","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-11","6.71","0.00",,"90","75",,"  225","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-12","7.38","0.00",,"83","75",,"  180","    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-13","9.84","0.00",,"83","73",,"  180","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-14","10.96","0.72",,"82","68",,"  270","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-15","10.96","0.00",,"80","65",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-16","7.83","0.00",,"78","62",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-17","9.17","0.00",,"82","63",,"   45",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-18","11.18","0.00",,"88","68",,"  270",,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-19","8.05","0.12",,"91","71",,"   45","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-20","8.50","0.21",,"80","71",,"  270","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-21","9.40","0.00",,"95","76",,"  360","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-22","7.61","0.00",,"82","70",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-23","8.05","0.00",,"81","72",,"  180","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-24","10.07","0.76",,"85","74",,"  180","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-25","10.07","0.00",,"92","75",,"  180",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-26","10.74","0.36",,"84","71",,"  315",,,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-27","9.40","0.00",,"80","71",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-28","8.50","0.00",,"83","71",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-29","9.84","0.00",,"78","64",,"   45",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-30","7.61","0.00",,"79","65",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-07-31","7.83","0.00",,"83","70",,"   45",,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-01","10.07","0.00",,"77","67",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-02","11.41","0.00",,"77","69",,"  180",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-03","11.18","0.75",,"87","73",,"  180","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-04","8.95","0.00",,"86","73",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-05","8.50","0.05",,"87","70",,"   90",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-06","7.61","0.44",,"79","64",,"   45","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-07","8.28","0.00",,"76","64",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-08","10.07","0.00",,"85","69",,"  270",,,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-09","8.95","0.20",,"80","71",,"   45","    1",,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-10","8.72","0.65",,"82","66",,"   45","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-11","7.83","0.00",,"85","63",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-12","8.50","0.00",,"77","62",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-13","7.61","0.00",,"76","59",,"  135",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-14","7.38","0.00",,"77","60",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-15","10.51","0.00",,"81","71",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-16","10.96","0.00",,"83","71",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-17","10.51","0.00",,"84","75",,"  225","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-18","10.74","0.00",,"93","74",,"  315",,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-19","8.72","0.00",,"85","68",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-20","10.51","0.00",,"88","68",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-21","10.29","0.00",,"85","68",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-22","15.66","0.01",,"82","70",,"  180","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-23","15.88","0.00",,"78","65",,"  360",,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-24","11.63","0.00",,"76","61",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-25","8.50","0.00",,"76","54",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-26","7.83","0.00",,"77","58",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-27","9.40","1.07",,"70","60",,"   45","    1",,,,,,,"    1",,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-28","9.62","0.27",,"64","61",,"   90","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-29","12.53","0.00",,"79","62",,"  315","    1",,,,,,,"    1",,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-30","8.72","0.00",,"77","60",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-08-31","9.84","0.40",,"74","61",,"  180","    1",,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-01","11.41","0.20",,"76","59",,"  360","    1",,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-02","10.29","0.00",,"77","58",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-03","9.62","0.00",,"76","60",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-04","7.38","0.00",,"74","56",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-05","6.49","0.00",,"71","54",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-06","5.59","0.02",,"75","62",,"  135","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-07","9.62","0.02",,"77","70",,"  180","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-08","10.29","0.40",,"75","69",,"  180","    1","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-09","12.08","0.00",,"84","71",,"  270","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-10","7.83","0.00",,"81","69",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-11","9.84","0.00",,"77","64",,"   90","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-12","13.20","0.08",,"73","66",,"   90","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-13","12.30","1.15",,"73","69",,"  180","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-14","11.18","0.01",,"83","66",,"  315","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-15","11.86","0.01",,"73","57",,"  180",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-16","12.75","0.00",,"73","62",,"  180","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-17","8.50","0.48",,"75","67",,"  360","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-18","13.87","0.16",,"69","58",,"   45","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-19","14.76","0.00",,"62","58",,"   45","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-20","12.30","0.00",,"63","57",,"  360",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-21","8.05","0.00",,"70","57",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-22","7.61","0.00",,"74","60",,"  270","    1",,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-23","11.63","0.00",,"73","57",,"  270",,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-24","13.87","0.29",,"75","59",,"  270",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-25","12.30","0.00",,"67","53",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-26","12.30","0.00",,"72","53",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-27","7.83","0.00",,"70","56",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-28","8.95","0.00",,"75","61",,"  225","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-29","10.07","0.00",,"74","62",,"  180","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-09-30","8.72","0.16",,"69","63",,"  225","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-10-01","14.09","0.00",,"63","53",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-10-02","14.99","0.00",,"70","51",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-10-03","15.66","0.77",,"71","46",,"  360","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-10-04","21.03","0.69",,"54","40",,"  315","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1987-10-05","9.40","0.00",,"67","46",,"  225",,,,,,,,,,,,,,,,,,,
