"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN","TSUN","WDFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-17","9.40","0.00",,"87","67",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-18","10.07","0.00",,"82","68",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-19","9.62","0.33",,"75","65",,"  135","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-20","9.17","0.00",,"91","66",,"  360","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-21","12.30","0.00",,"87","72",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-22","11.41","0.00",,"85","69",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-23","10.74","0.00",,"87","70",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-24","7.61","0.00",,"81","66",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-25","8.95","0.00",,"86","68",,"   90",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-26","11.41","0.00",,"76","65",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-27","11.18","0.33",,"81","68",,"  180","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-28","8.50","0.00",,"89","73",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-29","8.72","0.22",,"88","72",,"  270","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-30","10.29","0.00",,"86","73",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-07-31","8.28","0.00",,"84","70",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-01","6.93","0.00",,"84","68",,"  180","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-02","10.07","0.00",,"85","71",,"  180","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-03","7.61","0.00",,"88","75",,"  180","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-04","9.40","0.00",,"91","73",,"  270",,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-05","9.17","0.00",,"84","68",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-06","7.61","0.59",,"77","63",,"   90","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-07","7.38","0.06",,"73","63",,"  180","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-08","7.16","0.05",,"78","64",,"  180","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-09","8.50","0.00",,"78","68",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-10","5.82","0.00",,"78","63",,"  180","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-11","6.93","0.00",,"79","62",,"  135",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-12","6.49","0.00",,"77","67",,"  135",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-13","6.49","0.19",,"79","65",,"  180","    1",,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-14","6.71","0.00",,"82","71",,"  180","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-15","6.71","0.00",,"85","70",,"  180","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-16","8.50","0.38",,"80","70",,"  180","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-17","9.40","0.78",,"77","68",,"  180","    1",,"    1",,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-18","10.07","0.00",,"79","68",,"  360","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-19","7.83","0.00",,"80","65",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-20","8.50","0.08",,"80","69",,"  180","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-21","10.51","0.00",,"82","66",,"  360","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-22","8.50","0.00",,"78","60",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-23","9.84","0.00",,"79","67",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-24","12.30","0.00",,"80","69",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-25","8.28","0.03",,"87","71",,"  225",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-26","6.93","0.00",,"90","74",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-27","9.62","0.00",,"88","73",,"  180","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-28","8.28","0.01",,"87","74",,"  315","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-29","8.50","0.00",,"85","70",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-30","7.16","0.00",,"82","71",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-08-31","8.50","0.00",,"81","72",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-01","8.28","0.00",,"90","73",,"  360","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-02","8.95","0.02",,"76","70",,"  135","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-03","12.53","0.00",,"93","76",,"  270","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-04","8.05","0.05",,"79","69",,"  225",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-05","7.38","0.00",,"84","66",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-06","6.93","0.00",,"82","65",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-07","8.28","0.42",,"80","67",,"   45",,,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-08","6.93","0.01",,"72","65",,"   90","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-09","7.83","0.35",,"78","67",,"  225","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-10","11.86","0.19",,"80","63",,"  315","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-11","12.30","0.00",,"71","57",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-12","9.17","0.00",,"72","52",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-13","13.20","0.00",,"78","65",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-14","12.30","0.00",,"78","66",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-15","10.96","0.00",,"81","68",,"  225",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-16","12.97","0.27",,"72","59",,"   45","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-17","9.17","0.76",,"64","59",,"   45","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-18","6.93","0.44",,"66","62",,"  360","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-19","10.07","0.00",,"74","55",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-20","8.95","0.00",,"64","48",,"   45",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-21","7.38","0.18",,"65","53",,"  360","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-22","8.50","0.00",,"65","58",,"  360","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-23","7.16","0.20",,"70","60",,"  360","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-24","9.40","0.00",,"72","56",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-25","8.05","0.19",,"71","51",,"  225",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-26","10.51","0.64",,"75","57",,"  225","    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-27","11.41","1.63",,"74","61",,"  180","    1","    1","    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-28","15.43","0.00",,"66","55",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-29","10.96","0.00",,"66","55",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-09-30","10.51","0.20",,"59","48",,"  360",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-01","9.17","0.00",,"60","43",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-02","13.87","0.06",,"69","55",,"  180",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-03","13.20","0.18",,"66","55",,"  270","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-04","14.32","0.00",,"71","54",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-05","12.08","0.00",,"64","50",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-06","8.28","0.00",,"62","42",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-07","11.18","0.00",,"69","55",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-08","7.61","0.00",,"68","59",,"  225","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-09","10.29","0.00",,"72","56",,"  360","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-10","13.20","0.00",,"57","43",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-11","9.17","0.00",,"52","39",,"  135",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-12","13.65","0.89",,"57","49",,"  360","    1",,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-13","12.08","0.00",,"58","43",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-14","6.93","0.01",,"55","37",,"  180",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-15","5.37","0.00",,"64","49",,"  270","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-16","6.49","0.00",,"65","47",,"  135","    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-17","6.93","0.01",,"63","54",,"  135","    1","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-18","12.08","0.00",,"72","53",,"  360","    1","    1",,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-19","7.16","0.12",,"60","47",,"   45","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-20","13.65","0.55",,"57","53",,"   90","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-21","14.09","0.71",,"65","56",,"  270","    1","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-22","14.99","0.00",,"62","50",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-23","9.17","0.00",,"60","46",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-24","10.51","0.00",,"63","41",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-25","7.61","0.00",,"73","50",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-26","13.87","0.00",,"58","52",,"   90",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-27","12.08","0.14",,"63","50",,"   45","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-28","12.08","0.00",,"59","49",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-29","11.18","0.00",,"62","44",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-30","13.20","0.68",,"55","47",,"   45","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-10-31","14.54","0.37",,"56","42",,"  225","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-01","21.03","0.00",,"49","40",,"  315",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-02","9.62","0.00",,"53","36",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-03","8.95","0.00",,"50","38",,"  270",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-04","10.29","0.00",,"54","42",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-05","13.42","0.40",,"58","50",,"  180","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-06","12.53","0.00",,"58","44",,"  270","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-07","12.75","0.00",,"47","37",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-08","7.61","0.00",,"49","30",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-09","6.93","0.00",,"53","33",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-10","7.61","0.00",,"56","34",,"   45",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-11","9.17","0.00",,"56","34",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-12","12.08","0.00",,"63","43",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-13","9.84","0.02",,"57","36",,"  180","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-14","7.16","0.00",,"63","51",,"  180","    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-15","12.08","0.00",,"77","56",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-16","8.72","0.00",,"58","48",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-17","7.61","0.09",,"62","41",,"  270","    1","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-18","11.18","0.00",,"58","41",,"  360",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-19","8.05","0.01",,"57","39",,"  135","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-20","17.00","0.00",,"53","36",,"  315","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-21","12.97","0.00",,"48","34",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-22","9.62","0.00",,"55","40",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-23","6.04","0.00",,"59","37",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-24","7.61","0.00",,"56","41",,"  360","    1","    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-25","11.18","0.00",,"44","26",,"   45",,,,,,,,,,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-26","5.59","0.00",,"43","24",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-27","13.65","0.00",,"56","34",,"   90",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-28","20.13","0.36",,"60","45",,"  180","    1","    1",,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-29","11.86","0.00",,"47","38",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-11-30","11.41","0.00",,"47","35",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-01","7.83","0.00",,"45","29",,"   45",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-02","6.26","0.00",,"49","40",,"  180",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-03","7.61","0.00",,"58","44",,"  360","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-04","7.83","0.77",,"53","39",,"  135","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-05","17.00","0.97",,"56","43",,"  360","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-06","9.40","0.00",,"47","36",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-07","11.41","0.00",,"52","41",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-08","7.83","0.00",,"52","36",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-09","7.83","0.00",,"49","31",,"  225",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-10","14.54","0.28",,"52","42",,"  180","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-11","15.21","0.52",,"50","23",,"  315","    1","    1",,,,,,,,,,,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-12","16.11","0.00",,"37","23",,"  315",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-13","17.22","0.00",,"46","30",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-14","11.63","0.00",,"50","38",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-15","12.75","0.05",,"50","42",,"   45","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-16","15.88","0.01",,"45","34",,"  360",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-17","8.50","0.00",,"42","28",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-18","7.83","0.05",,"44","33",,"  225",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-19","11.18","0.14",,"44","38",,"  315","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-20","7.16","0.04",,"44","34",,"  270",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-21","22.82","0.74",,"54","37",,"  270","    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-22","20.80","0.00",,"40","35",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-23","10.96","0.00",,"39","27",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-24","8.05","0.00",,"36","20",,"  270","    1",,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-25","9.40","0.00",,"35","27",,"  225","    1",,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-26","26.84","0.02",,"33","17",,"  270",,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-27","9.62","0.00",,"20","12",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-28","9.40","0.00",,"26","19",,"  360",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-29","10.96","0.18",,"28","16",,"  360","    1","    1",,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-30","17.67","0.01",,"27","21",,"  315","    1",,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1993-12-31","14.54","0.00",,"31","19",,"  270",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-01-01","12.30","0.02",,"42","25",,"  225",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-01-02","10.74","0.03",,"51","33",,"  360",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-01-03","15.66","0.22",,"35","30",,"   45","    1",,,"    1",,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-01-04","17.00","0.35",,"43","24",,"  315","    1",,,"    1",,"    1",,,,,,,,"    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-01-05","20.13","0.00",,"34","22",,"  270",,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-01-06","10.74","0.01",,"26","18",,"  315",,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-01-07","12.97","0.47",,"32","23",,"   45","    1",,,"    1",,"    1",,,,,,,"    1","    1","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-01-08","14.32","0.27",,"32","17",,,"    1",,,"    1",,"    1",,,,,,,,"    1","    1","    1",,,
